1.078219043363275453e-01,-9.273660497332838482e-01,-2.470159490294218330e+00,-8.634477305713236239e-01,-5.731538736824918212e-01,1.720300144910314577e+00,-4.378638668237446741e-01,-6.512471117050542269e-01,-1.408853180798917526e+00,-1.208117981092634796e+00,1.000000000000000000e+00
-5.386696309363419033e-01,-1.358091760828046723e+00,-2.361106069487960424e-01,-8.385399038799833393e-01,7.330811883207410951e-01,-1.614742335919049587e+00,-3.389111148859783595e-01,-1.750826388306349513e+00,-1.513503429431123148e+00,8.057604257919919188e-01,0.000000000000000000e+00
-3.318421696317212177e+00,3.207267517005822466e+00,2.151915716257953193e+00,2.960383363443236382e-01,-3.734869889427109846e-01,6.097369980937957124e+00,-7.359199169007492047e-01,-2.610538509352900993e-01,-2.996068917375587226e+00,-2.789428549063352136e+00,1.000000000000000000e+00
-1.279211800651220088e+00,-1.275946964289392249e-01,2.257353046823086462e+00,1.003226047991361725e+00,-1.514932750804241612e+00,4.272303090500698675e-01,1.763043133301930965e+00,1.308383878112482801e+00,-1.926794013260092475e-01,-6.354237063422651932e-01,0.000000000000000000e+00
-1.458894771943331392e+00,-1.190465152645060032e+00,1.021375501368928962e+00,-4.787465285501827927e-01,1.580403251333969639e+00,-1.107362494871718006e+00,2.287715359498888879e-01,-8.243306917869130945e-02,-6.192063640863119112e-01,8.596036961479760485e-01,1.000000000000000000e+00
-9.720260388908271709e-01,-1.700142577457220083e+00,-8.979371723558233764e-01,-5.072448368292858945e-01,2.429760657890339959e-01,9.971966553720320592e-01,5.480773287818914152e-01,-9.563239796679197102e-01,-2.855575413295339704e+00,-1.325144468282241306e+00,0.000000000000000000e+00
6.915743603540525086e-02,-4.151474809782057518e-01,-1.129953755928848613e+00,-6.676722533026403505e-01,-7.702042837781640783e-01,5.188306594757721157e-01,-7.084357017588587269e-01,1.011235715260190737e+00,-1.196917967837227037e+00,-9.235335652787191041e-02,1.000000000000000000e+00
-3.756033095157431667e-01,-1.510475338376677801e-01,9.236421633914484453e-01,3.481229678281107243e-02,1.614115802115293707e+00,-3.587799240471313822e-01,-5.929660293868790344e-01,2.549178301995651985e+00,-1.951442942288359017e+00,2.495952930153269023e-01,0.000000000000000000e+00
1.070205211876356088e+00,2.128668474088476259e+00,1.495360220526326778e+00,1.813948577255461547e+00,8.912967526257929984e-01,5.819229487176389437e-01,5.125292408007103839e-01,-1.209788454362411780e+00,4.913578622015978281e-01,-1.247256212788257379e+00,1.000000000000000000e+00
-2.653081403772737712e+00,1.565301173759608977e-02,1.125541840129960836e+00,-5.725070707943620274e-01,-8.466598680985950587e-01,2.220493877929686555e+00,6.801595226680821060e-01,1.869990731959175312e+00,-9.220716916666128471e-01,-3.200621285920327019e-01,1.000000000000000000e+00
8.363647362760242565e-01,-3.644569873617915956e+00,-4.982514549454382546e+00,-2.622137324169317552e+00,1.099859384449521915e+00,-1.235828313149021307e+00,1.348121724998192716e+00,-2.575150365012950360e-01,7.131252611164959898e-01,1.257774042060653574e+00,0.000000000000000000e+00
-1.015672781081394138e+00,2.325797361551042108e+00,7.168917204808678001e-01,-2.045848215082140820e-01,-7.947822297424107507e-01,2.781157393484448903e+00,-4.989701592279996434e-01,2.560524076247133962e+00,4.870607862513209874e-02,-2.038565556094233955e-01,1.000000000000000000e+00
-2.429466882906596403e+00,4.345295015170286268e-01,1.042701302637856653e+00,5.324850035880539512e-01,6.086254502631055496e-01,2.880654145712562730e+00,-8.193210027647662708e-01,-4.634027296377380090e+00,3.272058892070860203e+00,-1.624785645999238248e+00,0.000000000000000000e+00
-1.290712435716003581e+00,1.050619670786832494e+00,1.222680204315457875e+00,-5.138238428678324615e-02,8.577515646281624884e-01,1.233841843999627708e+00,1.277436726635905462e+00,-2.422167554162749648e-01,-1.929706058458267703e+00,-4.321753417143159859e-01,1.000000000000000000e+00
-5.717102776014851839e-01,7.038850099398084037e-01,2.008514843989983589e-01,-4.476207187039148439e-01,5.411191473012664233e-01,8.130553711896844060e-01,-7.266092857626496038e-01,3.431563357035037898e-01,-2.561549774542160929e+00,-1.913817088973288616e-01,0.000000000000000000e+00
-8.119362014989106591e-01,1.740367761940056490e-01,8.732203557084965428e-01,7.361769447969654934e-01,4.479504264575562833e-01,1.469471834843244062e+00,-1.187880989169860069e+00,5.302271826714624048e-01,1.490088572734107775e+00,-9.377319035594073870e-01,1.000000000000000000e+00
-3.002335175833275471e+00,9.056651381119524835e-01,4.006902501058000610e-01,-1.598675856376130300e+00,-1.248226230077698062e-02,2.946260991249702865e+00,-1.646187669520053521e-06,2.313384618526798775e+00,1.522796189009290035e-02,6.085193456967903369e-01,1.000000000000000000e+00
