6.561735854642781085e+00,-1.295060391656667642e+00,2.337530955842868519e+00,2.736474758239020866e-01,-9.886712281484767439e-01,-4.096028524686389005e+00,3.483584338862358631e+00,0.000000000000000000e+00
2.603001416614249219e+00,-2.474953702436699654e+00,1.925730129579350081e+00,1.036339281540862967e+00,5.116463805293673950e-01,-6.271682321141096583e-01,2.112138653932864152e+00,1.000000000000000000e+00
-4.761873369938137701e-01,1.169403509283698073e+00,-2.501725251241329051e+00,1.994950824704532444e+00,2.103809600212250164e+00,-4.594752193440124755e-01,-4.291574383299964213e-01,1.000000000000000000e+00
-2.292078514459476857e+00,7.284527693201202636e-01,1.243430713701083379e+00,-1.158712373591606726e+00,-3.428351862685038443e-01,3.154317230739617450e+00,-1.377943957219822213e+00,0.000000000000000000e+00
4.500553189090402695e-01,1.086585101509244033e+00,-1.589509957404490414e+00,1.068512424882382073e+00,1.016500150158425653e+00,-8.469770447185488438e-01,6.864766442649172795e-02,1.000000000000000000e+00
-2.421325129103105933e+00,8.846849501907455560e-01,5.897689214393597723e-01,2.084227319894906838e-01,7.457979577266976579e-01,-1.751329403741364032e-02,-3.821285387045149751e+00,0.000000000000000000e+00
-1.248422545338694345e+00,-3.062807929736602208e+00,3.100634016877705790e-01,4.844605233184059445e-01,2.969836277482825748e-01,7.614558776744149160e-01,5.433952403517637864e-01,0.000000000000000000e+00
-1.114483440916307799e+00,-2.344450907474485923e+00,-2.954076021169450339e+00,2.664651624137729602e+00,2.185168191156830808e+00,-1.257027309975275342e+00,5.311725044844951560e-01,1.000000000000000000e+00
8.753717633620721195e-01,-1.578189476616288944e+00,8.439321383158855383e-01,1.649989637905559414e+00,1.433611722068425909e+00,-6.339654963747046734e-01,2.027733656986320243e-01,0.000000000000000000e+00
9.692822435015336913e-01,-1.887404842841374331e+00,5.626937565370857541e-01,-1.298968219891094344e+00,-1.810925464041416522e+00,-1.681782523107832050e-01,2.215497427919312923e+00,1.000000000000000000e+00
3.262795845343173795e+00,2.158638091903134271e+00,1.809924958320360266e-01,4.919699061082817848e-01,3.868347353829828528e-01,-9.373365847019692332e-01,1.387912187106980388e+00,1.000000000000000000e+00
4.828150928498552430e-01,-4.298277429108599001e-03,1.298270701189636167e+00,-6.305100827416229015e-01,-5.311045906882161383e-01,6.695236360951891674e-01,2.520942571227694495e-01,0.000000000000000000e+00
-6.402617137324330798e+00,1.543247332919658543e+00,-1.073940062466463452e+00,-5.566266481440617087e-01,6.138010563935538677e-01,2.181974913746488554e+00,-5.621651186082771368e+00,0.000000000000000000e+00
-1.709400153058539651e+00,-4.058434510679775897e-04,1.248490458755588506e+00,-8.808384924707133301e-01,-3.631570816594017481e-01,2.071132852627443288e+00,-1.129316574184228594e+00,0.000000000000000000e+00
-9.070865637790042069e-01,-1.226593704693168529e+00,5.803038876523527456e-01,-1.616105078955720309e+00,-1.850800352701312823e+00,-5.803088076274712792e-01,-4.700321740135979254e-01,0.000000000000000000e+00
-1.844137870017592107e+00,-2.071576928588191091e+00,8.910085987564853038e-01,-5.614589838538130984e-01,-5.844464615346104397e-01,3.441831391568073162e-01,-1.045935578102025421e+00,0.000000000000000000e+00
-3.018021917550850919e+00,-1.721171337680214686e+00,-8.134586410724679029e-01,-1.313834776652474723e+00,-1.138233259137956255e+00,2.374860134723572713e+00,4.188284224831076985e-01,0.000000000000000000e+00
-2.973129029059123352e-01,3.047790099029508148e+00,-2.638716633446001936e+00,1.719745946170015749e+00,2.055114333741215216e+00,-6.805212179318450572e-01,-1.306579949332888457e+00,1.000000000000000000e+00
2.186164630042013446e+00,-1.932101556676442122e+00,1.623328257394409890e+00,1.358562979170923501e+00,1.020488168305103471e+00,-2.261915569824023420e-01,1.688556223704574144e+00,1.000000000000000000e+00
6.710802901087558059e-01,-2.448454754099960162e+00,6.797213205632225419e-01,1.973108189132185331e+00,1.692979666228270785e+00,-2.491798683095145517e-01,7.620805223011569707e-01,0.000000000000000000e+00
1.624574939142823027e+00,2.491699066912594240e+00,-7.744129843506978306e-01,8.739507151821334086e-01,1.065905531633306591e+00,-7.830577217485790165e-02,5.076135108016708308e-01,1.000000000000000000e+00
-1.254657630540829460e+00,-2.586096050227147947e-01,-2.698315808049457365e-01,-8.661538773920951506e-01,-7.350699205429999106e-01,1.006563368635350120e+00,-1.569128308340694833e-02,1.000000000000000000e+00
-1.990878523839900049e+00,-8.725120763295703963e-01,1.057066874843906934e+00,-1.303476396470720777e+00,-1.117622878297444000e+00,6.564730934040187149e-01,-1.560313564934321606e+00,0.000000000000000000e+00
-1.188865612660395144e+00,1.617603126515892331e+00,-2.930047774516051806e+00,-1.179678721000217312e+00,-1.223824102057431862e+00,-4.399546454060512257e-01,1.128622622302756229e-01,1.000000000000000000e+00
-4.731250954394026209e-01,-1.838017321527661840e+00,1.721653352277820126e+00,-1.588416016659432772e+00,-1.740798922923538772e+00,4.118277598111838023e-01,1.737664576292359264e-01,1.000000000000000000e+00
-4.676904955876317604e-01,1.114279690829938607e+00,-1.544018326306082933e+00,6.491970325079740034e-01,8.302488354516397440e-01,3.725960635733879256e-01,-1.985492739329441925e-02,1.000000000000000000e+00
8.716623998247698069e+00,-3.559174666184351521e-01,2.826000567150668275e+00,9.858354219207596802e-01,-1.871897756276256208e-01,-3.284393069739598214e+00,5.229891129611028866e+00,1.000000000000000000e+00
2.429022720267994373e+00,-3.027075758631879721e-01,1.020064991388686115e+00,2.774583036503640354e+00,2.602203138492157564e+00,-1.373878725550359059e+00,8.592852811551932035e-02,1.000000000000000000e+00
1.241000485972682421e+00,-1.897551894824156760e+00,1.355542675108359907e+00,9.515531330572131186e-01,7.649649989214591939e-01,5.319721064210015671e-01,1.488175043174612799e+00,1.000000000000000000e+00
1.464249339878878953e+00,-4.121611465707759603e-01,-7.654897964991326242e-01,-1.565485957688312890e+00,-2.302764827771972111e+00,-2.252744597788262304e+00,1.589372958402955227e+00,1.000000000000000000e+00
-1.070874271233470454e+00,-8.186673251412032171e-01,1.946436360896539597e-01,6.796942074724180438e-01,7.770777468367748853e-01,1.454072450614271039e-01,-1.032882034561240392e+00,0.000000000000000000e+00
4.553841190853010090e+00,-3.772475546569789451e+00,1.655058425147159396e+00,2.000653787581877729e+00,1.013618544203615190e+00,-1.057934236178798004e+00,4.631919623010804621e+00,1.000000000000000000e+00
6.410696638573523565e+00,2.787373552472828031e+00,1.942453241772041928e+00,-8.756463020566022937e-02,-4.679242002843960746e-01,-1.917560662095327384e+00,2.757864529517256358e+00,1.000000000000000000e+00
2.120533913793472003e+00,-1.566721512852196518e+00,4.084037715523630707e-01,7.227204664479260909e-01,1.892053305807452901e-01,-9.106455614189631342e-01,2.120544208535957154e+00,1.000000000000000000e+00
