-6.428393228249326130e-01,-9.415627616264822253e-01,1.008568722709563659e+00,-1.828276110645316477e+00,-6.993131729348462944e-01,6.400926709058561981e-01,-9.118312607432944583e-01,-1.117888680233709353e+00,-1.314112511890977553e+00,1.987513018821795985e-01,2.000000000000000000e+00
7.042574099865102077e-01,-1.348880088940504374e+00,5.022138969319180912e-01,-9.880878913752443315e-01,-1.333893613355188856e+00,-7.019585116761128951e-02,-2.529482021204751963e+00,-1.219333716011604229e+00,-2.725614787052831334e-01,2.593665544961793468e-01,4.000000000000000000e+00
1.989119388430900859e+00,-1.950317667408417721e-01,-4.794785764361044755e-01,-2.035508820349041237e+00,-9.545172820598109009e-01,-7.880711593516445124e-01,-6.914056636813031842e-01,2.550653712140849017e-02,2.642269849320260100e+00,4.292833590566894758e-02,2.000000000000000000e+00
-1.795380048268318873e+00,1.199375043322824075e+00,1.318406283549801827e+00,-7.331450089835495065e-01,-1.536347697706364201e-01,3.844314665390103913e-01,1.066117367279086015e+00,2.171800901676042894e+00,2.605891863159359723e-02,1.472118209721564042e-01,3.000000000000000000e+00
-3.218038157095500562e+00,5.569951824247872940e-01,7.975928717484171981e-01,-9.580633838224447141e-01,-5.702356200344302906e+00,-5.754661949582184910e-01,-2.623074298711994157e+00,7.524344419195738709e-01,1.691724926637830251e+00,4.181015492468805328e-01,1.000000000000000000e+00
7.253534401404388987e-01,-4.357766959675873353e-01,-5.625043850853919114e-01,-2.504905424068024165e-03,1.671940809717411547e+00,-2.138675615813050879e+00,2.689268944894364743e+00,5.163013243730747437e-01,-7.521793579987599010e-01,9.965379035452353040e-01,1.000000000000000000e+00
-4.461974786031458473e-01,-2.725787690691721554e+00,7.376105411994514638e-01,-9.177830041257045712e-01,-5.070489291858932823e+00,-2.031278342452634611e+00,-1.942635290185747543e+00,-2.810288828762208979e+00,3.844207676669010310e-01,-7.247607227106936945e-01,2.000000000000000000e+00
1.542024627348144161e-01,-1.586517798967764570e+00,1.490781576393314101e-01,1.146579411647398183e-01,-3.164599209981901473e-01,7.146388157225846971e-02,-2.239645843092012978e+00,-1.832856552912332848e+00,-2.113396904844220714e+00,1.154063511221443267e-01,2.000000000000000000e+00
1.567022819369966014e+00,1.105533630023172398e+00,-1.434562558661579335e+00,1.402257223853188961e+00,2.117173188788851412e+00,-5.429060331019790464e-01,7.006852829403248384e-01,1.471367698633351262e+00,1.096502556669829431e+00,-8.922145218955408741e-02,4.000000000000000000e+00
4.899400447326608399e-01,-1.734453071640510657e+00,2.057810027094011840e+00,7.125267365297670574e-01,-1.917630319775930348e+00,-2.610247587439855632e+00,9.216585568788172589e-01,6.172620098485988027e-01,5.553787865540968927e-01,1.196020110791217839e+00,1.000000000000000000e+00
-1.870868111206909656e+00,-8.475545815043925568e-01,-3.499254384482443747e+00,-9.390180807043554956e-02,-1.615798760189423477e+00,-1.440082351205757671e+00,-9.931332138956322497e-01,-3.517045938923887505e+00,-2.418494956493769443e+00,-1.128596483580354137e+00,1.000000000000000000e+00
-8.005343022294170163e-01,1.878004112023697214e+00,-2.129515987601491744e+00,-7.009353112926182128e-01,1.186852894819360849e+00,6.813260386707992167e-01,3.941227145465947546e-01,5.900276016295814552e-01,1.691469779691597841e-01,3.106344850071394159e-01,0.000000000000000000e+00
1.070898519131741722e+00,-3.051738578738653618e-01,-2.138081014198086383e+00,-5.826390104188853281e-01,7.368637984544197383e-01,-1.092969837256051457e-01,1.443968999231785677e+00,-2.320465302257239681e+00,3.971387108804492749e-01,1.751232614385607400e+00,1.000000000000000000e+00
-2.271273397130970650e-01,1.979397433967868603e+00,1.595730489558732090e-01,-1.957926788069042912e-01,1.268994493111571531e+00,1.551177620381417377e+00,4.297164070924117674e+00,1.048135935257157980e+00,2.442185490644408929e+00,1.898740887812982114e+00,3.000000000000000000e+00
4.187302772604269974e-01,1.069268218287388272e+00,2.598694316033075546e-01,-1.110181909877316908e+00,6.003670426520362646e+00,9.705483087966145783e-01,2.938708078522471290e+00,2.080299121410041252e+00,-3.022797278423787759e+00,-5.135710360974918842e-01,1.000000000000000000e+00
